Entry	Entry name	Gene names	Organism
L8E6Z4	L8E6Z4_HUMAN	OR5M8	Homo sapiens (Human)
Q8NGP6	OR5M8_HUMAN	OR5M8	Homo sapiens (Human)
A0A126GVK6	A0A126GVK6_HUMAN	OR5M9 hCG_2044259	Homo sapiens (Human)
Q8NGP3	OR5M9_HUMAN	OR5M9	Homo sapiens (Human)
A0A126GVJ7	A0A126GVJ7_HUMAN	OR5P2 hCG_1784551	Homo sapiens (Human)
Q8WZ92	OR5P2_HUMAN	OR5P2	Homo sapiens (Human)
A0A126GVE6	A0A126GVE6_HUMAN	OR5P3	Homo sapiens (Human)
Q8WZ94	OR5P3_HUMAN	OR5P3	Homo sapiens (Human)
A0A126GVI0	A0A126GVI0_HUMAN	OR5R1	Homo sapiens (Human)
Q8NH85	OR5R1_HUMAN	OR5R1 OR5R1P	Homo sapiens (Human)
A0A126GVL6	A0A126GVL6_HUMAN	OR5T1	Homo sapiens (Human)
A0A126GW11	A0A126GW11_HUMAN	OR5T1	Homo sapiens (Human)
Q8NG75	OR5T1_HUMAN	OR5T1 OR5T1P	Homo sapiens (Human)
A0A126GVS3	A0A126GVS3_HUMAN	OR5T2	Homo sapiens (Human)
A0A126GW02	A0A126GW02_HUMAN	OR5T2	Homo sapiens (Human)
A0A286YF86	A0A286YF86_HUMAN	OR5T2	Homo sapiens (Human)
Q8NGG2	OR5T2_HUMAN	OR5T2	Homo sapiens (Human)
A0A126GVV1	A0A126GVV1_HUMAN	OR5T3	Homo sapiens (Human)
A0A2C9F2M2	A0A2C9F2M2_HUMAN	OR5T3	Homo sapiens (Human)
Q8NGG3	OR5T3_HUMAN	OR5T3	Homo sapiens (Human)
A0A126GV99	A0A126GV99_HUMAN	OR5V1	Homo sapiens (Human)
Q9UGF6	OR5V1_HUMAN	OR5V1	Homo sapiens (Human)
A0A126GW80	A0A126GW80_HUMAN	OR5W2	Homo sapiens (Human)
Q8NH69	OR5W2_HUMAN	OR5W2 OR5W2P OR5W3P	Homo sapiens (Human)
A0A126GW91	A0A126GW91_HUMAN	OR6A2 hCG_1643359	Homo sapiens (Human)
O95222	OR6A2_HUMAN	OR6A2 OR6A1 OR6A2P	Homo sapiens (Human)
A0A126GVJ0	A0A126GVJ0_HUMAN	OR6B1	Homo sapiens (Human)
O95007	OR6B1_HUMAN	OR6B1	Homo sapiens (Human)
A0A126GW48	A0A126GW48_HUMAN	OR6B2	Homo sapiens (Human)
I0EZ57	I0EZ57_HUMAN	OR6B2	Homo sapiens (Human)
Q6IFH4	OR6B2_HUMAN	OR6B2 OR6B2P	Homo sapiens (Human)
A0A126GW38	A0A126GW38_HUMAN	OR6B3	Homo sapiens (Human)
I0EZ58	I0EZ58_HUMAN	OR6B3	Homo sapiens (Human)
Q8NGW1	OR6B3_HUMAN	OR6B3 OR6B3P	Homo sapiens (Human)
A0A126GW04	A0A126GW04_HUMAN	OR6C1	Homo sapiens (Human)
Q96RD1	OR6C1_HUMAN	OR6C1	Homo sapiens (Human)
A0A126GW05	A0A126GW05_HUMAN	OR6C2	Homo sapiens (Human)
Q9NZP2	OR6C2_HUMAN	OR6C2	Homo sapiens (Human)
A0A126GW44	A0A126GW44_HUMAN	OR6C3 hCG_2044321	Homo sapiens (Human)
Q9NZP0	OR6C3_HUMAN	OR6C3	Homo sapiens (Human)
A0A126GW33	A0A126GW33_HUMAN	OR6C4	Homo sapiens (Human)
Q8NGE1	OR6C4_HUMAN	OR6C4	Homo sapiens (Human)
A0A126GV68	A0A126GV68_HUMAN	OR6F1	Homo sapiens (Human)
A0A126GWL5	A0A126GWL5_HUMAN	OR6F1	Homo sapiens (Human)
A0A126GWN2	A0A126GWN2_HUMAN	OR6F1	Homo sapiens (Human)
Q8NGZ6	OR6F1_HUMAN	OR6F1	Homo sapiens (Human)
A0A126GV58	A0A126GV58_HUMAN	OR6K2	Homo sapiens (Human)
Q8NGY2	OR6K2_HUMAN	OR6K2	Homo sapiens (Human)
A0A0C4DFU5	A0A0C4DFU5_HUMAN	OR6K3	Homo sapiens (Human)
A0A126GV83	A0A126GV83_HUMAN	OR6K3	Homo sapiens (Human)
A0A126GW50	A0A126GW50_HUMAN	OR6K3 hCG_39950	Homo sapiens (Human)
Q8NGY3	OR6K3_HUMAN	OR6K3	Homo sapiens (Human)
A0A126GVT9	A0A126GVT9_HUMAN	OR6K6	Homo sapiens (Human)
A0A126GW14	A0A126GW14_HUMAN	OR6K6	Homo sapiens (Human)
A0A286YF06	A0A286YF06_HUMAN	OR6K6 hCG_1646528	Homo sapiens (Human)
Q8NGW6	OR6K6_HUMAN	OR6K6	Homo sapiens (Human)
A0A126GVK2	A0A126GVK2_HUMAN	OR6M1	Homo sapiens (Human)
Q8NGM8	OR6M1_HUMAN	OR6M1	Homo sapiens (Human)
B2RUT4	B2RUT4_HUMAN	OR6N1	Homo sapiens (Human)
Q8NGY5	OR6N1_HUMAN	OR6N1	Homo sapiens (Human)
A0A126GV57	A0A126GV57_HUMAN	OR6N2	Homo sapiens (Human)
Q8NGY6	OR6N2_HUMAN	OR6N2	Homo sapiens (Human)
A0A126GVP6	A0A126GVP6_HUMAN	OR6Q1 hCG_1645623	Homo sapiens (Human)
B9EKW0	B9EKW0_HUMAN	OR6Q1	Homo sapiens (Human)
Q8NGQ2	OR6Q1_HUMAN	OR6Q1	Homo sapiens (Human)
A0A126GVT1	A0A126GVT1_HUMAN	OR6S1	Homo sapiens (Human)
A0A126GWN5	A0A126GWN5_HUMAN	OR6S1	Homo sapiens (Human)
A0A126GWQ0	A0A126GWQ0_HUMAN	OR6S1	Homo sapiens (Human)
Q8NH40	OR6S1_HUMAN	OR6S1	Homo sapiens (Human)
A0A126GVI2	A0A126GVI2_HUMAN	OR6T1	Homo sapiens (Human)
Q8NGN1	OR6T1_HUMAN	OR6T1	Homo sapiens (Human)
A0A126GWQ4	A0A126GWQ4_HUMAN	OR6V1	Homo sapiens (Human)
Q8N148	OR6V1_HUMAN	OR6V1	Homo sapiens (Human)
A0A126GVM0	A0A126GVM0_HUMAN	OR6X1	Homo sapiens (Human)
Q8NH79	OR6X1_HUMAN	OR6X1	Homo sapiens (Human)
A0A126GV60	A0A126GV60_HUMAN	OR6Y1	Homo sapiens (Human)
Q8NGX8	OR6Y1_HUMAN	OR6Y1 OR6Y2	Homo sapiens (Human)
A0A126GVC8	A0A126GVC8_HUMAN	OR7A10	Homo sapiens (Human)
O76100	OR7AA_HUMAN	OR7A10	Homo sapiens (Human)
A0A126GVR5	A0A126GVR5_HUMAN	OR7A17 hCG_1779708	Homo sapiens (Human)
O14581	OR7AH_HUMAN	OR7A17	Homo sapiens (Human)
A0A126GW60	A0A126GW60_HUMAN	OR7A5	Homo sapiens (Human)
Q15622	OR7A5_HUMAN	OR7A5	Homo sapiens (Human)
Q17RS1	Q17RS1_HUMAN	OR7A5 hCG_2000909	Homo sapiens (Human)
A0A126GVQ1	A0A126GVQ1_HUMAN	OR7C1	Homo sapiens (Human)
A0A126GWS1	A0A126GWS1_HUMAN	OR7C1	Homo sapiens (Human)
A0A126GWS9	A0A126GWS9_HUMAN	OR7C1	Homo sapiens (Human)
A0A126GWU6	A0A126GWU6_HUMAN	OR7C1	Homo sapiens (Human)
A0A126GWV8	A0A126GWV8_HUMAN	OR7C1	Homo sapiens (Human)
O76099	OR7C1_HUMAN	OR7C1 OR7C4	Homo sapiens (Human)
A0A126GVS9	A0A126GVS9_HUMAN	OR7C2 hCG_1779707	Homo sapiens (Human)
O60412	OR7C2_HUMAN	OR7C2 OR7C3	Homo sapiens (Human)
A0A126GVY4	A0A126GVY4_HUMAN	OR7D2	Homo sapiens (Human)
Q96RA2	OR7D2_HUMAN	OR7D2	Homo sapiens (Human)
A0A126GVR1	A0A126GVR1_HUMAN	OR7D4	Homo sapiens (Human)
A0A126GWD3	A0A126GWD3_HUMAN	OR7D4	Homo sapiens (Human)
A0A126GWS3	A0A126GWS3_HUMAN	OR7D4	Homo sapiens (Human)
A0A126GWT1	A0A126GWT1_HUMAN	OR7D4	Homo sapiens (Human)
Q8NG98	OR7D4_HUMAN	OR7D4 OR7D4P	Homo sapiens (Human)
A0A126GVS6	A0A126GVS6_HUMAN	OR7G1	Homo sapiens (Human)
Q8NGA0	OR7G1_HUMAN	OR7G1 OR7G1P	Homo sapiens (Human)
A0A126GVU8	A0A126GVU8_HUMAN	OR7G2	Homo sapiens (Human)
A0A126GW43	A0A126GW43_HUMAN	OR7G2 hCG_1794757	Homo sapiens (Human)
A0A126GWM0	A0A126GWM0_HUMAN	OR7G2	Homo sapiens (Human)
A0A126GWM3	A0A126GWM3_HUMAN	OR7G2	Homo sapiens (Human)
A0A126GWN7	A0A126GWN7_HUMAN	OR7G2	Homo sapiens (Human)
A0A2C9F2M1	A0A2C9F2M1_HUMAN	OR7G2	Homo sapiens (Human)
Q8NG99	OR7G2_HUMAN	OR7G2	Homo sapiens (Human)
A0A126GVR4	A0A126GVR4_HUMAN	OR7G3	Homo sapiens (Human)
Q8NG95	OR7G3_HUMAN	OR7G3	Homo sapiens (Human)
A0A126GWA5	A0A126GWA5_HUMAN	OR8A1	Homo sapiens (Human)
A0A286YEW5	A0A286YEW5_HUMAN	OR8A1	Homo sapiens (Human)
Q8NGG7	OR8A1_HUMAN	OR8A1	Homo sapiens (Human)
A0A126GWS7	A0A126GWS7_HUMAN	OR8B12	Homo sapiens (Human)
Q8NGG6	OR8BC_HUMAN	OR8B12	Homo sapiens (Human)
A0A126GWT8	A0A126GWT8_HUMAN	OR8B3	Homo sapiens (Human)
Q8NGG8	OR8B3_HUMAN	OR8B3	Homo sapiens (Human)
A0A126GVP3	A0A126GVP3_HUMAN	OR8B4	Homo sapiens (Human)
A0A126GW12	A0A126GW12_HUMAN	OR8B4	Homo sapiens (Human)
Q96RC9	OR8B4_HUMAN	OR8B4 OR8B4P	Homo sapiens (Human)
A0A126GVL3	A0A126GVL3_HUMAN	OR8B8	Homo sapiens (Human)
A0A126GW73	A0A126GW73_HUMAN	OR8B8	Homo sapiens (Human)
Q15620	OR8B8_HUMAN	OR8B8	Homo sapiens (Human)
A0A126GVG6	A0A126GVG6_HUMAN	OR8D1	Homo sapiens (Human)
Q8WZ84	OR8D1_HUMAN	OR8D1 OR8D3	Homo sapiens (Human)
A0A126GVG3	A0A126GVG3_HUMAN	OR8D2	Homo sapiens (Human)
Q9GZM6	OR8D2_HUMAN	OR8D2	Homo sapiens (Human)
A0A126GV90	A0A126GV90_HUMAN	OR8D4	Homo sapiens (Human)
Q8NGM9	OR8D4_HUMAN	OR8D4	Homo sapiens (Human)
A0A087X0G6	A0A087X0G6_HUMAN	OR8H1	Homo sapiens (Human)
A0A126GVW6	A0A126GVW6_HUMAN	OR8H1	Homo sapiens (Human)
Q8NGG4	OR8H1_HUMAN	OR8H1	Homo sapiens (Human)
A0A087WZH1	A0A087WZH1_HUMAN	OR8H2	Homo sapiens (Human)
A0A126GVK3	A0A126GVK3_HUMAN	OR8H2	Homo sapiens (Human)
Q8N162	OR8H2_HUMAN	OR8H2	Homo sapiens (Human)
A0A126GVN3	A0A126GVN3_HUMAN	OR8H3 hCG_2044404	Homo sapiens (Human)
Q8N146	OR8H3_HUMAN	OR8H3	Homo sapiens (Human)
A0A126GVJ9	A0A126GVJ9_HUMAN	OR8I2	Homo sapiens (Human)
Q8N0Y5	OR8I2_HUMAN	OR8I2	Homo sapiens (Human)
A0A126GW97	A0A126GW97_HUMAN	OR8J1	Homo sapiens (Human)
Q8NGP2	OR8J1_HUMAN	OR8J1	Homo sapiens (Human)
A0A126GVE3	A0A126GVE3_HUMAN	OR8J3 hCG_41019	Homo sapiens (Human)
Q8NGG0	OR8J3_HUMAN	OR8J3	Homo sapiens (Human)
A0A126GVZ6	A0A126GVZ6_HUMAN	OR8K1 hCG_2044295	Homo sapiens (Human)
Q8NGG5	OR8K1_HUMAN	OR8K1	Homo sapiens (Human)
A0A126GVJ3	A0A126GVJ3_HUMAN	OR8K3	Homo sapiens (Human)
Q8NH51	OR8K3_HUMAN	OR8K3	Homo sapiens (Human)
A0A126GVE4	A0A126GVE4_HUMAN	OR8K5	Homo sapiens (Human)
Q8NH50	OR8K5_HUMAN	OR8K5	Homo sapiens (Human)
A0A126GVT4	A0A126GVT4_HUMAN	OR8S1	Homo sapiens (Human)
A0A286YFL9	A0A286YFL9_HUMAN	OR8S1	Homo sapiens (Human)
Q8NH09	OR8S1_HUMAN	OR8S1	Homo sapiens (Human)
A0A126GVR7	A0A126GVR7_HUMAN	OR8U1	Homo sapiens (Human)
Q8NH10	OR8U1_HUMAN	OR8U1	Homo sapiens (Human)
A0A126GW66	A0A126GW66_HUMAN	OR8U8	Homo sapiens (Human)
P0C7N1	OR8U8_HUMAN	OR8U8	Homo sapiens (Human)
A0A126GW36	A0A126GW36_HUMAN	OR8U9	Homo sapiens (Human)
P0C7N5	OR8U9_HUMAN	OR8U9	Homo sapiens (Human)
A0A126GVB2	A0A126GVB2_HUMAN	OR9A2	Homo sapiens (Human)
A4D2H9	A4D2H9_HUMAN	OR9A2 tcag7.1024	Homo sapiens (Human)
Q8NGT5	OR9A2_HUMAN	OR9A2	Homo sapiens (Human)
A0A126GVB1	A0A126GVB1_HUMAN	OR9A4	Homo sapiens (Human)
Q8NGU2	OR9A4_HUMAN	OR9A4	Homo sapiens (Human)
A0A126GVB8	A0A126GVB8_HUMAN	OR9G1	Homo sapiens (Human)
A0A126GW25	A0A126GW25_HUMAN	OR9G1	Homo sapiens (Human)
A0A126GWM5	A0A126GWM5_HUMAN	OR9G1	Homo sapiens (Human)
A0A126GWM7	A0A126GWM7_HUMAN	OR9G1	Homo sapiens (Human)
A0A126GWM8	A0A126GWM8_HUMAN	OR9G1	Homo sapiens (Human)
A0A126GWM9	A0A126GWM9_HUMAN	OR9G1	Homo sapiens (Human)
Q8NH87	OR9G1_HUMAN	OR9G1 OR9G5	Homo sapiens (Human)
A0A126GVD2	A0A126GVD2_HUMAN	OR9G4 hCG_2040395	Homo sapiens (Human)
A0A286YFA5	A0A286YFA5_HUMAN	OR9G4	Homo sapiens (Human)
Q8NGQ1	OR9G4_HUMAN	OR9G4	Homo sapiens (Human)
A0A126GVJ5	A0A126GVJ5_HUMAN	OR9G9	Homo sapiens (Human)
P0C7N8	OR9G9_HUMAN	OR9G9	Homo sapiens (Human)
A0A126GVJ4	A0A126GVJ4_HUMAN	OR9I1	Homo sapiens (Human)
Q8NGQ6	OR9I1_HUMAN	OR9I1	Homo sapiens (Human)
A0A126GW01	A0A126GW01_HUMAN	OR9K2	Homo sapiens (Human)
A0A286YF25	A0A286YF25_HUMAN	OR9K2	Homo sapiens (Human)
Q8NGE7	OR9K2_HUMAN	OR9K2	Homo sapiens (Human)
A0A126GWR3	A0A126GWR3_HUMAN	OR9Q1	Homo sapiens (Human)
Q8NGQ5	OR9Q1_HUMAN	OR9Q1	Homo sapiens (Human)
A0A126GVG4	A0A126GVG4_HUMAN	OR9Q2 hCG_2044293	Homo sapiens (Human)
A0A126GVT3	A0A126GVT3_HUMAN	OR9Q2	Homo sapiens (Human)
A0A126GW85	A0A126GW85_HUMAN	OR9Q2 hCG_2044355	Homo sapiens (Human)
B9EIK5	B9EIK5_HUMAN	OR9Q2	Homo sapiens (Human)
Q8NGE9	OR9Q2_HUMAN	OR9Q2 OR9Q2P	Homo sapiens (Human)
L8E891	L8E891_HUMAN	OXER1	Homo sapiens (Human)
Q8TDS5	OXER1_HUMAN	OXER1 GPR170 TG1019	Homo sapiens (Human)
P01178	NEU1_HUMAN	OXT OT	Homo sapiens (Human)
X5D7M6	X5D7M6_HUMAN	OXT hCG_39619	Homo sapiens (Human)
A0T1J2	A0T1J2_HUMAN	OXTR	Homo sapiens (Human)
B2R9L7	B2R9L7_HUMAN	OXTR hCG_20370	Homo sapiens (Human)
C9JN09	C9JN09_HUMAN	OXTR	Homo sapiens (Human)
C9JQC4	C9JQC4_HUMAN	OXTR	Homo sapiens (Human)
L8E6Y2	L8E6Y2_HUMAN	OXTR	Homo sapiens (Human)
P30559	OXYR_HUMAN	OXTR	Homo sapiens (Human)
X5DRH4	X5DRH4_HUMAN	OXTR	Homo sapiens (Human)
P47900	P2RY1_HUMAN	P2RY1	Homo sapiens (Human)
O00398	P2Y10_HUMAN	P2RY10	Homo sapiens (Human)
Q96G91	P2Y11_HUMAN	P2RY11	Homo sapiens (Human)
A0A2H4P6E7	A0A2H4P6E7_HUMAN	P2RY12	Homo sapiens (Human)
Q9H244	P2Y12_HUMAN	P2RY12 HORK3	Homo sapiens (Human)
G4XH60	G4XH60_HUMAN	P2RY13 hCG_1786970	Homo sapiens (Human)
Q9BPV8	P2Y13_HUMAN	P2RY13 GPR86 GPR94 FKSG77	Homo sapiens (Human)
A5JUU3	A5JUU3_HUMAN	P2RY14 hCG_20914	Homo sapiens (Human)
C9JAB5	C9JAB5_HUMAN	P2RY14	Homo sapiens (Human)
Q15391	P2Y14_HUMAN	P2RY14 GPR105 KIAA0001	Homo sapiens (Human)
A0A024R5N1	A0A024R5N1_HUMAN	P2RY2 hCG_23327	Homo sapiens (Human)
C6G7W1	C6G7W1_HUMAN	P2RY2	Homo sapiens (Human)
C6G7W2	C6G7W2_HUMAN	P2RY2	Homo sapiens (Human)
P41231	P2RY2_HUMAN	P2RY2 P2RU1	Homo sapiens (Human)
C6G7W3	C6G7W3_HUMAN	P2RY4	Homo sapiens (Human)
C6G7W4	C6G7W4_HUMAN	P2RY4	Homo sapiens (Human)
P51582	P2RY4_HUMAN	P2RY4 NRU	Homo sapiens (Human)
A0A024R5I9	A0A024R5I9_HUMAN	P2RY6 hCG_1641818	Homo sapiens (Human)
F5GX90	F5GX90_HUMAN	P2RY6	Homo sapiens (Human)
F5GYF3	F5GYF3_HUMAN	P2RY6	Homo sapiens (Human)
F5H7H9	F5H7H9_HUMAN	P2RY6	Homo sapiens (Human)
Q15077	P2RY6_HUMAN	P2RY6 PP2891	Homo sapiens (Human)
A0A087WUD0	A0A087WUD0_HUMAN	PDE10A	Homo sapiens (Human)
A0A1B1UZR0	A0A1B1UZR0_HUMAN	PDE10A hCG_34059	Homo sapiens (Human)
Q9Y233	PDE10_HUMAN	PDE10A	Homo sapiens (Human)
E9LCZ2	E9LCZ2_HUMAN	PDE11A	Homo sapiens (Human)
E9LCZ3	E9LCZ3_HUMAN	PDE11A	Homo sapiens (Human)
F8WDQ4	F8WDQ4_HUMAN	PDE11A	Homo sapiens (Human)
H0Y6P9	H0Y6P9_HUMAN	PDE11A	Homo sapiens (Human)
H7C4D0	H7C4D0_HUMAN	PDE11A	Homo sapiens (Human)
Q53S07	Q53S07_HUMAN	PDE11A	Homo sapiens (Human)
Q53S13	Q53S13_HUMAN	PDE11A	Homo sapiens (Human)
Q9HCR9	PDE11_HUMAN	PDE11A	Homo sapiens (Human)
P54750	PDE1A_HUMAN	PDE1A	Homo sapiens (Human)
Q53T15	Q53T15_HUMAN	PDE1A	Homo sapiens (Human)
Q53TB0	Q53TB0_HUMAN	PDE1A	Homo sapiens (Human)
Q9UNL9	Q9UNL9_HUMAN	PDE1A	Homo sapiens (Human)
Q9Y246	Q9Y246_HUMAN	PDE1A	Homo sapiens (Human)
Q9Y633	Q9Y633_HUMAN	PDE1A	Homo sapiens (Human)
Q9Y634	Q9Y634_HUMAN	PDE1A	Homo sapiens (Human)
A0A024RB59	A0A024RB59_HUMAN	PDE1B hCG_21934	Homo sapiens (Human)
A0A087WTW8	A0A087WTW8_HUMAN	PDE1B	Homo sapiens (Human)
B4DK72	B4DK72_HUMAN	PDE1B	Homo sapiens (Human)
F8VZK3	F8VZK3_HUMAN	PDE1B	Homo sapiens (Human)
Q01064	PDE1B_HUMAN	PDE1B PDE1B1 PDES1B	Homo sapiens (Human)
C9JPD5	C9JPD5_HUMAN	PDE2A	Homo sapiens (Human)
E9PEF1	E9PEF1_HUMAN	PDE2A	Homo sapiens (Human)
F5GXX2	F5GXX2_HUMAN	PDE2A	Homo sapiens (Human)
F5H130	F5H130_HUMAN	PDE2A	Homo sapiens (Human)
F5H143	F5H143_HUMAN	PDE2A	Homo sapiens (Human)
F5H1D7	F5H1D7_HUMAN	PDE2A	Homo sapiens (Human)
F5H2R8	F5H2R8_HUMAN	PDE2A	Homo sapiens (Human)
F5H2V7	F5H2V7_HUMAN	PDE2A	Homo sapiens (Human)
F5H2Z0	F5H2Z0_HUMAN	PDE2A	Homo sapiens (Human)
F5H3Z7	F5H3Z7_HUMAN	PDE2A	Homo sapiens (Human)
F5H5P8	F5H5P8_HUMAN	PDE2A	Homo sapiens (Human)
H0YFL1	H0YFL1_HUMAN	PDE2A	Homo sapiens (Human)
H0YG13	H0YG13_HUMAN	PDE2A	Homo sapiens (Human)
H0YGL2	H0YGL2_HUMAN	PDE2A	Homo sapiens (Human)
H7C009	H7C009_HUMAN	PDE2A	Homo sapiens (Human)
L8E8Y0	L8E8Y0_HUMAN	PDE2A	Homo sapiens (Human)
O00408	PDE2A_HUMAN	PDE2A	Homo sapiens (Human)
Q8IW54	Q8IW54_HUMAN	PDE2A	Homo sapiens (Human)
Q14432	PDE3A_HUMAN	PDE3A	Homo sapiens (Human)
A7E2E5	A7E2E5_HUMAN	PDE3B	Homo sapiens (Human)
Q13370	PDE3B_HUMAN	PDE3B	Homo sapiens (Human)
E9PJ03	E9PJ03_HUMAN	PDE4B	Homo sapiens (Human)
E9PMG3	E9PMG3_HUMAN	PDE4B	Homo sapiens (Human)
E9PNB0	E9PNB0_HUMAN	PDE4B	Homo sapiens (Human)
E9PR34	E9PR34_HUMAN	PDE4B	Homo sapiens (Human)
H0YCV7	H0YCV7_HUMAN	PDE4B	Homo sapiens (Human)
Q07343	PDE4B_HUMAN	PDE4B DPDE4	Homo sapiens (Human)
X5DNX5	X5DNX5_HUMAN	PDE4B	Homo sapiens (Human)
X5DPA9	X5DPA9_HUMAN	PDE4B	Homo sapiens (Human)
X5DR82	X5DR82_HUMAN	PDE4B	Homo sapiens (Human)
B7Z6T1	B7Z6T1_HUMAN	PDE4C	Homo sapiens (Human)
M0R1P5	M0R1P5_HUMAN	PDE4C	Homo sapiens (Human)
O43849	O43849_HUMAN	PDE4C	Homo sapiens (Human)
O43850	O43850_HUMAN	PDE4C	Homo sapiens (Human)
O43851	O43851_HUMAN	PDE4C	Homo sapiens (Human)
O76104	O76104_HUMAN	PDE4C	Homo sapiens (Human)
O76105	O76105_HUMAN	PDE4C	Homo sapiens (Human)
Q08493	PDE4C_HUMAN	PDE4C DPDE1	Homo sapiens (Human)
Q2VPB9	Q2VPB9_HUMAN	PDE4C	Homo sapiens (Human)
Q32MM7	Q32MM7_HUMAN	PDE4C	Homo sapiens (Human)
Q9P1U3	Q9P1U3_HUMAN	PDE4C	Homo sapiens (Human)
Q9UPJ5	Q9UPJ5_HUMAN	PDE4C hCG_36766	Homo sapiens (Human)
U3KPR3	U3KPR3_HUMAN	PDE4C	Homo sapiens (Human)
U3KPR4	U3KPR4_HUMAN	PDE4C	Homo sapiens (Human)
V9GYN0	V9GYN0_HUMAN	PDE4C hCG_36766	Homo sapiens (Human)
V9GYP2	V9GYP2_HUMAN	PDE4C	Homo sapiens (Human)
A0A087WSZ7	A0A087WSZ7_HUMAN	PDE4D	Homo sapiens (Human)
A0A140VJR0	A0A140VJR0_HUMAN	PDE4D hCG_1811507	Homo sapiens (Human)
A0A1B0GW84	A0A1B0GW84_HUMAN	PDE4D	Homo sapiens (Human)
A0A1W2PQN6	A0A1W2PQN6_HUMAN	PDE4D	Homo sapiens (Human)
D6R9L4	D6R9L4_HUMAN	PDE4D	Homo sapiens (Human)
D6RAQ0	D6RAQ0_HUMAN	PDE4D	Homo sapiens (Human)
D6RBB2	D6RBB2_HUMAN	PDE4D	Homo sapiens (Human)
D6RHE0	D6RHE0_HUMAN	PDE4D	Homo sapiens (Human)
D6RIG1	D6RIG1_HUMAN	PDE4D	Homo sapiens (Human)
Q08499	PDE4D_HUMAN	PDE4D DPDE3	Homo sapiens (Human)
A0A024R7W6	A0A024R7W6_HUMAN	PDE7A hCG_40524	Homo sapiens (Human)
A0A024R801	A0A024R801_HUMAN	PDE7A hCG_40524	Homo sapiens (Human)
E5RG23	E5RG23_HUMAN	PDE7A	Homo sapiens (Human)
Q13946	PDE7A_HUMAN	PDE7A	Homo sapiens (Human)
Q7Z7I0	Q7Z7I0_HUMAN	PDE7A	Homo sapiens (Human)
A1E5M1	A1E5M1_HUMAN	PDE7B	Homo sapiens (Human)
H0Y689	H0Y689_HUMAN	PDE7B	Homo sapiens (Human)
Q6NSC8	Q6NSC8_HUMAN	PDE7B	Homo sapiens (Human)
Q9NP56	PDE7B_HUMAN	PDE7B	Homo sapiens (Human)
A0A024RC53	A0A024RC53_HUMAN	PDE8A hCG_1991196	Homo sapiens (Human)
E9PIJ0	E9PIJ0_HUMAN	PDE8A	Homo sapiens (Human)
H0YKR1	H0YKR1_HUMAN	PDE8A	Homo sapiens (Human)
H0YNP3	H0YNP3_HUMAN	PDE8A	Homo sapiens (Human)
O60658	PDE8A_HUMAN	PDE8A	Homo sapiens (Human)
Q86XV4	Q86XV4_HUMAN	PDE8A	Homo sapiens (Human)
D6R9W0	D6R9W0_HUMAN	PDE8B	Homo sapiens (Human)
D6RH10	D6RH10_HUMAN	PDE8B	Homo sapiens (Human)
D6RJD7	D6RJD7_HUMAN	PDE8B	Homo sapiens (Human)
O95263	PDE8B_HUMAN	PDE8B PIG22	Homo sapiens (Human)
Q3ZCR2	Q3ZCR2_HUMAN	PDE8B	Homo sapiens (Human)
Q3ZCW6	Q3ZCW6_HUMAN	PDE8B	Homo sapiens (Human)
E9PER6	E9PER6_HUMAN	PDPK1	Homo sapiens (Human)
H3BNV5	H3BNV5_HUMAN	PDPK1	Homo sapiens (Human)
H3BPR5	H3BPR5_HUMAN	PDPK1	Homo sapiens (Human)
H3BPW1	H3BPW1_HUMAN	PDPK1	Homo sapiens (Human)
H3BQ10	H3BQ10_HUMAN	PDPK1	Homo sapiens (Human)
H3BQA3	H3BQA3_HUMAN	PDPK1	Homo sapiens (Human)
O15530	PDPK1_HUMAN	PDPK1 PDK1	Homo sapiens (Human)
P01213	PDYN_HUMAN	PDYN	Homo sapiens (Human)
Q2YEL0	Q2YEL0_HUMAN	PDYN	Homo sapiens (Human)
Q2YEM6	Q2YEM6_HUMAN	PDYN	Homo sapiens (Human)
A0A024R7V4	A0A024R7V4_HUMAN	PENK hCG_40756	Homo sapiens (Human)
E5RFR1	E5RFR1_HUMAN	PENK	Homo sapiens (Human)
E5RIP6	E5RIP6_HUMAN	PENK	Homo sapiens (Human)
E5RJ72	E5RJ72_HUMAN	PENK	Homo sapiens (Human)
H0YBT5	H0YBT5_HUMAN	PENK	Homo sapiens (Human)
P01210	PENK_HUMAN	PENK	Homo sapiens (Human)
Q3B7B1	Q3B7B1_HUMAN	PENK	Homo sapiens (Human)
P02776	PLF4_HUMAN	PF4 CXCL4 SCYB4	Homo sapiens (Human)
C9J951	C9J951_HUMAN	PIK3CA	Homo sapiens (Human)
C9JAM9	C9JAM9_HUMAN	PIK3CA	Homo sapiens (Human)
E2I6G1	E2I6G1_HUMAN	PIK3CA	Homo sapiens (Human)
P42336	PK3CA_HUMAN	PIK3CA	Homo sapiens (Human)
A0A024R720	A0A024R720_HUMAN	PIK3CG hCG_16933	Homo sapiens (Human)
E9PDN7	E9PDN7_HUMAN	PIK3CG	Homo sapiens (Human)
L0R522	L0R522_HUMAN	PIK3CG	Homo sapiens (Human)
P48736	PK3CG_HUMAN	PIK3CG	Homo sapiens (Human)
A0A1D8GZE1	A0A1D8GZE1_HUMAN	PIK3R1 NR4A3 fusion	Homo sapiens (Human)
